,FlightNumber
5076,BIL_SLC_98661
5077,EWR_PVD_81855
5078,MKE_CVG_79479
5079,PHL_BOS_98753
5080,BWI_ALB_63002
5081,ATL_CLE_70974
5082,TPA_PHL_88106
5083,JAX_FLL_76381
5084,ATL_PFN_97277
5085,SLC_DEN_97171
5086,FLL_ATL_101762
5087,LAS_CMH_98944
5088,ISP_BWI_80472
5089,ATL_SJC_71433
5090,MDW_BWI_64070
5091,DEN_XNA_62673
5092,CVG_BGR_68084
5093,LAX_JFK_71364
5094,DEN_XNA_62349
5095,LAX_SEA_64383
5096,MCO_CLE_96543
5097,ATL_CLT_63169
5098,DEN_MCI_78975
5099,ATL_HOU_87689
5100,ORD_DFW_87909
5101,DCA_DFW_104852
5102,EWR_TPA_70464
5103,MSP_CVG_81897
5104,ORD_SLC_83243
5105,DCA_BOS_62527
5106,DEN_LAS_87154
5107,LAX_CVG_63652
5108,DEN_TUL_92638
5109,SNA_SLC_90374
5110,DTW_ATL_81892
5111,LGA_JAX_91945
5112,SFO_ORD_57310
5113,DEN_MSP_100585
5114,LAX_SFO_96950
5115,MSP_MCO_102333
5116,ORD_DTW_90661
5117,PDX_CVG_71186
5118,CMH_DCA_63409
5119,ATL_MLU_97854
5120,LBB_IAH_101620
5121,MCI_EWR_84353
5122,BOS_JFK_58698
5123,MKE_CVG_66596
5124,LAS_IAH_102959
5125,MKE_CVG_78223
5126,BDL_MCO_61526
5127,CMH_DCA_84566
5128,CVG_SLC_61846
5129,ATL_MLU_68217
5130,ORD_IAD_80347
5131,SFO_MSP_89852
5132,LAX_ORD_98072
5133,MKE_CVG_63955
5134,IAH_RSW_58897
5135,DCA_ORD_88054
5136,ATL_MLU_95831
5137,DEN_DFW_59070
5138,DEN_LNK_96019
5139,CLE_CVG_90981
5140,RIC_TPA_99184
5141,AUS_DFW_69012
5142,AUS_PHX_72919
5143,MHT_TPA_79794
5144,EWR_BWI_72417
5145,DFW_DEN_88374
5146,MSP_GFK_89402
5147,DEN_IAH_57102
5148,MHT_TPA_69374
5149,CID_ORD_103861
5150,ATL_BTR_84695
5151,SJC_IAH_58427
5152,RIC_FLL_81008
5153,LBB_IAH_87869
5154,ELP_LAS_61336
5155,ATL_BWI_82228
5156,LAS_CLE_80828
5157,SLC_COS_82662
5158,DFW_DCA_71870
5159,TPA_SDF_102921
5160,TYS_CLE_92101
5161,AZO_CVG_64613
5162,DTW_TPA_78424
5163,OMA_ORD_92639
5164,ATL_JAN_91883
5165,AUS_DFW_56988
5166,ORD_MCI_66040
5167,ATL_CRP_104320
5168,MIA_CLT_84125
5169,LGA_CAE_60219
5170,MCO_BWI_93625
5171,LGA_CAE_78913
5172,BOS_LGA_62718
5173,TPA_CVG_67777
5174,LGA_CAE_96337
5175,SFO_MSP_103653
5176,CVG_SNA_59388
5177,PHL_BUF_87552
5178,ORF_DTW_90094
5179,ATL_RIC_98969
5180,BOS_CLT_74722
5181,CAK_LGA_102441
5182,LGA_CAE_71400
5183,DFW_XNA_91600
5184,STL_CVG_59411
5185,PHL_STL_91853
5186,SAT_ATL_67278
5187,SJC_SAN_77043
5188,LBB_IAH_76348
5189,CVG_SAT_67541
5190,GRR_CVG_57783
5191,SFO_IAH_79000
5192,SFO_IAH_85164
5193,DTW_MSP_78921
5194,ATW_CVG_62531
5195,OAK_BUR_97878
5196,EWR_ATL_101633
5197,SLC_MSO_97183
5198,MCI_LAX_79468
5199,EWR_MEM_62342
5200,STL_PHX_67389
5201,DEN_MSP_67742
5202,LAS_SNA_79297
5203,EWR_MEM_89541
5204,OAK_ABQ_78320
5205,GRR_CVG_85696
5206,LAX_FAT_65706
5207,PDX_SLC_78951
5208,LAS_LAX_58273
5209,CLL_DFW_68203
5210,MIA_RDU_81955
5211,RNO_SEA_75353
5212,SLC_MSP_95695
5213,MIA_EWR_95937
5214,ALB_MCO_84438
5215,PDX_SLC_74087
5216,SLC_MSO_87075
5217,MIA_EWR_67770
5218,SLC_DFW_67964
5219,CRP_IAH_76057
5220,SYR_DFW_98118
5221,LAX_MCO_63316
5222,MIA_ATL_58970
5223,EWR_MDW_62508
5224,ORD_MDT_88600
5225,MCO_CVG_87767
5226,MIA_ATL_88025
5227,IAD_JFK_72281
5228,CVG_IAH_101799
5229,CVG_IAH_91461
5230,DCA_BOS_74521
5231,PFN_ATL_65589
5232,LGA_JAX_80119
5233,TPA_CLE_91842
5234,DCA_BOS_96898
5235,DFW_SAT_69478
5236,IAH_CVG_84726
5237,DFW_JAN_87000
5238,ATL_STL_59788
5239,DFW_CLL_66452
5240,MIA_BNA_96448
5241,MEM_CVG_68138
5242,IAD_PIT_59022
5243,IAH_CVG_88788
5244,DCA_BOS_92272
5245,ATL_BTR_94784
5246,MSP_DTW_64511
5247,IAD_EWR_67314
5248,FLL_DFW_68605
5249,MIA_EWR_104264
5250,ROA_CVG_99444
5251,ATW_CVG_66408
5252,ATL_SMF_57798
5253,LGA_MHT_85542
5254,LGA_MHT_84594
5255,ALB_MCO_94882
5256,EWR_DCA_57910
5257,CLE_IND_96472
5258,IND_ATL_61163
5259,SEA_DEN_64277
5260,JFK_DTW_94330
5261,SLC_IAH_92765
5262,IAD_JFK_68311
5263,CAE_ATL_82899
5264,AUS_IAH_86997
5265,MDW_PIT_76571
5266,TPA_CVG_85088
5267,BDL_PHL_102390
5268,BDL_PHL_87426
5269,IAH_STL_64599
5270,ATL_CRP_100962
5271,LAS_OMA_73036
5272,MDW_CLE_82792
5273,SLC_DEN_97302
5274,STL_CLT_67910
5275,DFW_GSP_103779
5276,PDX_DFW_93081
5277,ATL_BTR_84147
5278,CVG_LGA_56874
5279,ATL_BTR_104400
5280,ORF_JFK_87965
5281,ORD_STL_88383
5282,ATL_SMF_99573
5283,CVG_TLH_67107
5284,DFW_JAN_104293
5285,ORD_STL_85013
5286,PHL_BUF_57962
5287,CHA_CVG_93372
5288,LGA_GSO_102360
5289,IAH_MCI_77865
5290,CHA_CVG_93856
5291,CHA_CVG_90307
5292,DEN_TUS_68677
5293,LAX_PHX_84962
5294,CAK_ATL_84249
5295,MCO_CLT_86659
5296,ATL_MCO_57182
5297,CID_CVG_74077
5298,ROA_CVG_91971
5299,DTW_MEM_84163
5300,SFO_SNA_97914
5301,STL_DEN_75897
5302,EWR_LAX_60832
5303,SAN_ORD_62434
5304,IAD_JFK_83629
5305,SEA_CVG_67447
5306,CLE_CVG_90169
5307,ORD_EWR_94668
5308,ATL_ORD_90986
5309,CVG_LGA_87083
5310,BOS_DCA_101350
5311,TPA_BWI_71796
5312,LEX_CLE_81382
5313,BWI_BDL_61746
5314,MDW_OAK_77064
5315,MSY_HOU_104369
5316,LEX_CLE_66285
5317,DCA_LGA_93909
5318,JAX_BWI_84893
5319,PVD_DTW_76153
5320,MEM_DEN_72356
5321,CLT_CVG_88783
5322,IAH_DCA_92001
5323,EWR_MEM_66171
5324,GSP_CVG_57064
5325,SLC_PHX_68721
5326,IAD_BOS_100982
5327,OKC_CVG_69097
5328,ORD_DTW_68164
5329,CVG_MCO_75491
5330,JFK_RDU_64969
5331,JFK_RDU_67690
5332,MYR_CVG_73073
5333,PIT_FLL_93975
5334,PHL_PIT_95483
5335,RDU_JFK_93040
5336,PHL_SJU_76966
5337,DFW_ABQ_88475
5338,OKC_CVG_83704
5339,ATL_IAD_81563
5340,DEN_ICT_94174
5341,CID_CVG_88624
5342,DEN_ORD_89891
5343,SLC_CVG_57413
5344,SDF_CLE_65744
5345,PHL_IAH_82715
5346,RDU_JFK_77224
5347,ORF_PHL_105392
5348,LGA_FLL_85043
5349,RDU_JFK_79689
5350,MEM_LGA_89762
5351,DTW_CVG_57427
5352,RDU_JFK_83750
5353,OAK_SEA_78121
5354,MEM_LGA_84957
5355,LGA_GSO_104390
5356,ATL_IAD_95241
5357,MEM_LGA_61808
5358,CLE_DEN_90400
5359,CLT_PIT_60469
5360,BWI_DFW_100217
5361,TPA_DTW_68796
5362,MEM_LGA_87661
5363,BNA_DTW_92012
5364,CLT_ORF_70152
5365,GRB_CVG_96564
5366,GRB_CVG_79753
5367,BUF_CLE_89197
5368,IAD_MSY_72153
5369,DEN_CVG_60702
5370,CVG_MCI_66293
5371,RNO_PHX_103702
5372,BNA_MDW_92243
5373,BNA_MDW_66703
5374,TPA_CLE_99973
5375,BHM_IAH_58788
5376,MSY_HOU_90433
5377,ATL_FAY_66042
5378,PIT_CVG_63544
5379,ORF_EWR_102605
5380,DEN_ORD_77794
5381,RSW_DTW_58418
5382,BWI_MCO_99392
5383,RDU_DTW_90965
5384,MCO_IAD_61557
5385,BUF_BWI_91943
5386,LAS_JFK_88211
5387,SLC_BOI_73377
5388,STL_DEN_75654
5389,MDW_ISP_104753
5390,PHF_CVG_69475
5391,DFW_ORD_62690
5392,IAD_CHS_74145
5393,STL_DFW_90174
5394,ORD_TUL_75488
5395,RDU_DTW_89637
5396,PHL_MIA_98868
5397,GSP_DFW_103476
5398,BOS_EWR_80754
5399,PHL_CLT_80080
5400,PHL_CLT_99114
5401,IAH_ORD_76040
5402,TPA_PHX_88083
5403,SFO_MEM_100772
5404,CLT_CMH_61564
5405,DFW_RDU_79192
5406,CVG_PNS_62340
5407,ATL_SAT_81458
5408,BOS_DCA_78803
5409,DFW_SMF_66023
5410,EWR_DFW_71243
5411,MCI_MEM_104908
5412,ORD_ORF_68409
5413,ORD_ICT_104454
5414,MIA_IAH_104972
5415,ORD_OMA_85843
5416,SLC_DEN_70740
5417,MCI_MEM_103903
5418,LAX_ATL_69547
5419,LGA_DTW_100483
5420,LGA_DTW_96014
5421,ROC_JFK_90538
5422,SFO_ATL_76409
5423,CLT_DFW_74399
5424,LAS_JFK_61204
5425,DFW_ORD_66481
5426,BDL_MDW_71126
5427,JFK_MLB_92368
5428,TPA_PHX_86028
5429,BHM_MDW_61070
5430,PVD_TPA_91942
5431,JFK_MLB_104377
5432,PVD_PHL_94687
5433,CVG_EWR_61222
5434,SMF_PHX_91361
5435,ATL_DTW_85076
5436,DAL_MAF_63048
5437,DEN_PHL_83431
5438,DEN_ABQ_103240
5439,ATL_RDU_91152
5440,IAD_CLT_77802
5441,BGR_LGA_62523
5442,BOS_DFW_64086
5443,BOS_DTW_61788
5444,DCA_BOS_98804
5445,DCA_BOS_79746
5446,PHX_SJC_64051
5447,IAH_MSY_72111
5448,DFW_PNS_100411
5449,BGR_LGA_71085
5450,BOS_DFW_76695
5451,TPA_CLT_102508
5452,MIA_DFW_71456
5453,PBI_LGA_103308
5454,LAX_SEA_73100
5455,TPA_CLT_73594
5456,PHX_ATL_93317
5457,CVG_LAX_73497
5458,PHX_OAK_77325
5459,FAT_LAX_101778
5460,DFW_STL_99555
5461,IAD_BDL_85968
5462,SAN_SJC_100232
5463,PNS_TPA_71758
5464,ATL_PBI_68505
5465,LGA_CLT_71927
5466,MCO_DCA_77309
5467,ORD_MSP_96127
5468,JFK_PHL_69307
5469,ORD_DFW_75504
5470,RDU_ORD_72095
5471,DEN_ABQ_81495
5472,MEM_LGA_63656
5473,SEA_ORD_61883
5474,JFK_PHL_70540
5475,IAH_ATL_104272
5476,ATL_TUL_74814
5477,PHL_RIC_95209
5478,ORD_DFW_66737
5479,BOS_PHL_67606
5480,MCO_PHL_77397
5481,DEN_LAX_76781
5482,CMH_CLT_77591
5483,IAH_MSP_58810
5484,SAN_SMF_95766
5485,BOS_PHL_76689
5486,EVV_ORD_77017
5487,DCA_LGA_84898
5488,ORD_CVG_89646
5489,EVV_ORD_103055
5490,CMH_BWI_93849
5491,CLE_PHL_98392
5492,CVG_ORD_80112
5493,DCA_MEM_78118
5494,SAV_ORD_60665
5495,PBI_CLT_88853
5496,MSP_ORD_72769
5497,IAD_HPN_88976
5498,CMH_BWI_94688
5499,BOS_PHL_80275
5500,DEN_LAX_70598
5501,DEN_JAC_82255
5502,CLT_ATL_77575
5503,DEN_EWR_86118
5504,DTW_IND_92830
5505,IAH_ELP_59910
5506,DTW_IND_103944
5507,DCA_BOS_65796
5508,JFK_PHL_74300
5509,DEN_EWR_81511
5510,CVG_SEA_89067
5511,SAN_ATL_71609
5512,ORD_SYR_82180
5513,CLT_BWI_62278
5514,CLT_DFW_98090
5515,MIA_BWI_64327
5516,DTW_RDU_86786
5517,DTW_RDU_72280
5518,EVV_ORD_69257
5519,IAH_DCA_101471
5520,CLT_CMH_83790
5521,SEA_BOI_72631
5522,CVG_SEA_71880
5523,IND_DEN_88324
5524,JFK_PHL_57391
5525,LAX_EWR_96788
5526,PHX_DTW_101959
5527,CVG_MSP_65236
5528,DEN_SAT_104184
5529,SDF_DFW_61310
5530,CVG_BOS_84307
5531,STX_MIA_79802
5532,MCO_TYS_77106
5533,ROC_EWR_60444
5534,MIA_JFK_89838
5535,SFO_SBA_80646
5536,PHX_OAK_90725
5537,PHL_RIC_59560
5538,CMH_IAD_75722
5539,DCA_BOS_76316
5540,SFO_SBA_66117
5541,JFK_BOS_98228
5542,GSO_IAD_98232
5543,BDL_MDW_66560
5544,HSV_TPA_67256
5545,JFK_BOS_100672
5546,MCO_ATL_104675
5547,PHF_ATL_61170
5548,IAH_ELP_97571
5549,ATL_TUL_65426
5550,SNA_SJC_63426
5551,BDL_MDW_69276
5552,SMF_LAS_59005
5553,PHF_ATL_101965
5554,MCO_PHX_75675
5555,SMF_LAS_76670
5556,BWI_SAT_102999
5557,MDW_ABQ_77468
5558,CVG_SFO_100569
5559,IAD_BDL_91276
5560,DTW_IAD_71971
5561,CVG_TUL_85078
5562,CVG_SFO_104404
5563,CVG_GRR_68675
5564,IAD_BDL_92173
5565,BOS_LGA_75550
5566,IAD_BDL_97261
5567,CVG_TPA_81617
5568,DFW_CMH_99751
5569,DCA_DFW_91937
5570,DEN_FAT_58515
5571,IAH_DFW_80462
5572,DCA_DFW_81148
5573,DFW_CMH_70947
5574,SFO_PHX_73381
5575,STL_PHX_100893
5576,CRP_DFW_83166
5577,DFW_OMA_67424
5578,STL_PHX_85761
5579,MCO_BNA_85379
5580,MCI_ORD_74372
5581,CVG_OMA_98299
5582,DEN_SAN_62296
5583,LGA_DCA_66127
5584,STL_DFW_64539
5585,EWR_MKE_68621
5586,ORD_MEM_86021
5587,MIA_IAD_86630
5588,BNA_PHX_60638
5589,DCA_PHX_61996
5590,XNA_DFW_66738
5591,OAK_BOS_74193
5592,BWI_SAT_92925
5593,SMF_BUR_102106
5594,LAX_MKE_96670
5595,ORD_GSO_68522
5596,OAK_LAS_101914
5597,PVD_IAD_77444
5598,RDU_MDW_88404
5599,MCO_BNA_77274
5600,IAH_DFW_76129
5601,MSP_DCA_71139
5602,MCO_BNA_57610
5603,ABQ_MAF_68900
5604,MEM_DFW_73591
5605,DCA_PHX_74329
5606,CVG_TUL_63921
5607,CVG_MCI_88854
5608,LAS_MKE_65115
5609,SFO_PHX_100873
5610,CVG_DTW_89327
5611,SJU_PHL_78177
5612,DFW_MCI_94370
5613,MEM_DFW_92172
5614,CRP_DFW_102504
5615,CRP_DFW_72562
5616,DEN_BUR_72997
5617,DEN_BUR_57991
5618,DAY_ATL_78309
5619,HSV_TPA_105281
5620,BOI_DEN_96170
5621,CLT_DCA_69354
5622,ROC_ATL_84047
5623,PHX_CMH_60363
5624,CLT_DEN_86512
5625,DEN_DRO_94287
5626,DEN_PSP_75026
5627,ORD_PHX_94822
5628,DTW_EWR_83988
5629,ATL_ORD_61574
5630,CLE_DEN_98697
5631,LAX_DFW_80120
5632,DTW_BOS_67583
5633,DTW_LGA_86917
5634,CVG_DTW_63482
5635,DTW_LGA_77916
5636,BWI_MEM_94664
5637,DTW_CLT_82552
5638,DTW_CLT_98469
5639,PHX_EWR_102387
5640,DCA_PHX_94299
5641,DEN_SJC_88765
5642,DEN_LAS_78776
5643,LAS_SAT_81077
5644,CVG_OKC_88057
5645,LAX_OAK_102104
5646,LGA_DCA_87317
5647,CLT_PHX_60470
5648,RDU_BWI_97158
5649,BOS_TPA_100021
5650,OMA_MDW_78824
5651,SJC_LAS_87717
5652,MDW_PHL_70014
5653,MDW_PHL_84697
5654,MDW_PHL_64877
5655,LAX_BOS_68437
5656,SFO_SLC_78253
5657,DEN_SJC_99032
5658,LAS_SAT_66766
5659,ORD_BOS_84663
5660,CLT_BWI_79512
5661,EVV_ORD_66097
5662,IAD_PHX_85273
5663,DTW_EWR_87284
5664,DTW_LGA_79517
5665,ATL_LAS_101678
5666,ATL_LAS_90629
5667,DFW_IND_68875
5668,DFW_SAT_104916
5669,DEN_MRY_83017
5670,LAX_ORD_105366
5671,DTW_PHL_62369
5672,JFK_BWI_98461
5673,CLE_DFW_81202
5674,ORD_GEG_72723
5675,DTW_PHL_78986
5676,PDX_SNA_84709
5677,JFK_BWI_62727
5678,TUS_ATL_59541
5679,IND_DFW_81959
5680,GRR_ATL_66334
5681,BWI_IND_94950
5682,ORD_DEN_71863
5683,SMF_PHX_99674
5684,MDW_PHL_64549
5685,BHM_MSY_101639
5686,CLE_IND_74311
5687,BHM_MSY_70273
5688,IAH_ONT_69309
5689,LAX_PHX_63087
5690,CVG_SFO_78463
5691,ABQ_LAX_76719
5692,DEN_DFW_76088
5693,DTW_LGA_93961
5694,DTW_LGA_56877
5695,MCO_DEN_77063
5696,GNV_ATL_71860
5697,DEN_PHX_70054
5698,DTW_ORF_91766
5699,GNV_ATL_71864
5700,MCO_BUF_101699
5701,IAH_ONT_67705
5702,DEN_SNA_79181
5703,GSO_DFW_66123
5704,GSO_DFW_75623
5705,PHL_IND_74134
5706,MSP_EWR_95903
5707,ORD_SGF_74028
5708,EYW_ATL_76918
5709,MSP_EWR_84575
5710,EUG_SLC_100329
5711,IAH_MFE_56821
5712,DTW_PHL_58518
5713,MSP_EWR_75146
5714,PHX_EWR_70483
5715,IAH_ABQ_99057
5716,HOU_DFW_96733
5717,DTW_PHL_105278
5718,DTW_PHL_88366
5719,DTW_PHL_68698
5720,SJU_CLE_94477
5721,DFW_LAX_105610
5722,MSP_EWR_93669
5723,DAY_DFW_63546
5724,DTW_IAD_94162
5725,LAX_EWR_102119
5726,JAN_IAH_62269
5727,IAH_SNA_59951
5728,ATL_SEA_85174
5729,SNA_PDX_80204
5730,DFW_MAF_63318
5731,MSP_DFW_60231
5732,LIT_DFW_82207
5733,JAX_DFW_104391
5734,CRP_DFW_57098
5735,LAX_EWR_98224
5736,HSV_EWR_92167
5737,DEN_BZN_102518
5738,ATL_SBN_91957
5739,JAX_DFW_96404
5740,CLE_ATL_73982
5741,BWI_MHT_69792
5742,IAH_ABQ_81126
5743,SAN_SEA_77475
5744,OKC_PHX_66329
5745,DFW_LIT_98121
5746,JAX_BWI_64373
5747,DTW_BTV_71911
5748,GNV_ATL_83788
5749,MCO_JFK_70451
5750,DFW_ORD_95665
5751,STL_DFW_71073
5752,PVD_BNA_104085
5753,DEN_SEA_99816
5754,ORD_TPA_98143
5755,CVG_CAE_58768
5756,MSP_ATL_61721
5757,ORD_OMA_78443
5758,IAH_ANC_93211
5759,RDU_DFW_70108
5760,ATL_SBN_100710
5761,ANC_SEA_101263
5762,IAH_ANC_75732
5763,MSP_ATL_68148
5764,GRR_ATL_98652
5765,JFK_STL_101242
5766,DTW_BWI_99221
5767,DTW_DFW_71872
5768,GRR_ATL_102146
5769,MIA_EWR_103693
5770,DFW_SGF_76438
5771,DFW_MAF_94208
5772,LGA_GSP_72074
5773,ORD_STL_94352
5774,CVG_CAE_80548
5775,DFW_SNA_93934
5776,DFW_ICT_84797
5777,MDT_CLE_63606
5778,DFW_ICT_82483
5779,EWR_CMH_89214
5780,DFW_MOB_69367
5781,ATL_MIA_76449
5782,COD_SLC_58290
5783,MSP_LGA_79250
5784,MSP_LGA_69026
5785,LAX_ORD_77843
5786,MIA_CLE_80731
5787,BUF_PHX_77958
5788,LGB_JFK_94714
5789,SGF_ORD_103760
5790,CVG_MIA_77484
5791,JFK_LGB_87272
5792,ONT_SLC_57857
5793,LAS_MDW_68882
5794,SAT_SLC_61361
5795,DFW_XNA_65713
5796,LGB_IAD_62765
5797,LAX_DFW_99510
5798,LAX_SBP_89797
5799,DFW_LGA_81816
5800,AUS_DFW_101935
5801,MGM_ATL_81993
5802,IND_DCA_92322
5803,SMF_SAN_82382
5804,MGM_ATL_75905
5805,SAN_PHX_76559
5806,DFW_SNA_57031
5807,ORF_CVG_70950
5808,ANC_SEA_60180
5809,LGA_GSP_103234
5810,CLT_PVD_57379
5811,ATL_ILM_87843
5812,HPN_CVG_79281
5813,ORD_IND_92507
5814,DTW_PHL_95896
5815,CVG_MIA_87170
5816,BOS_RSW_86935
5817,ORF_ATL_69125
5818,SFO_IAD_74471
5819,BUF_PHL_91006
5820,HSV_DFW_75837
5821,MLB_IAD_82841
5822,CVG_ATL_95780
5823,DFW_AMA_96897
5824,LGA_MCO_64353
5825,SAT_DFW_72558
5826,MSP_DFW_79569
5827,PIT_DFW_63414
5828,TPA_JFK_83382
5829,PIT_DFW_60400
5830,DFW_MSP_56969
5831,IND_DCA_63234
5832,BUF_PHL_85728
5833,ORF_CVG_104080
5834,ATL_ILM_82261
5835,ATL_ILM_85257
5836,JAX_JFK_94068
5837,ATL_GRR_95094
5838,TYS_DFW_80713
5839,ORD_PDX_74139
5840,ATL_GRR_93901
5841,OAK_PHX_98719
5842,MCO_DFW_71957
5843,LAS_MDW_77319
5844,MCO_DFW_71962
5845,MDW_CMH_75231
5846,MDW_CMH_77361
5847,DFW_ICT_67719
5848,DCA_ORD_62263
5849,LAS_BNA_80962
5850,ATL_ROC_82785
5851,RDU_MIA_84384
5852,ATL_ROC_89176
5853,RDU_MIA_56935
5854,ELP_HOU_59590
5855,IAH_SAN_83719
5856,MCO_DFW_70032
5857,MCO_DFW_102330
5858,JAX_JFK_70643
5859,JFK_DFW_98682
5860,HPN_ORD_92477
5861,DFW_LBB_72639
5862,PIT_ATL_103540
5863,LAX_OGG_85767
5864,DFW_LBB_67509
5865,DFW_CRP_83866
5866,IAH_OKC_96388
5867,AUS_CVG_68877
5868,BOS_LGA_87536
5869,LGA_DCA_76136
5870,ATL_CAK_94790
5871,PHX_SFO_96596
5872,MSP_LGA_80056
5873,DEN_SEA_72857
5874,DFW_LAX_95854
5875,IAH_HRL_87313
5876,DFW_MIA_85655
5877,BGM_CVG_78325
5878,PIT_DEN_61825
5879,DTW_BDL_73961
5880,BGM_CVG_82078
5881,DFW_LAX_75073
5882,MSP_BWI_65981
5883,PIT_ATL_64139
5884,TYS_DFW_70138
5885,ATL_CAK_59656
5886,ATL_CAK_69398
5887,TPA_DFW_90733
5888,IAH_TYS_59116
5889,TPA_DFW_58308
5890,LAX_DFW_87098
5891,GSO_BOS_105663
5892,BNA_CVG_60299
5893,BGM_CVG_89466
5894,MSP_LGA_77167
5895,BNA_CVG_74862
5896,MDW_DTW_90754
5897,LAS_AUS_104924
5898,GSO_BOS_71446
5899,MSP_LGA_80817
5900,SJU_JFK_102809
5901,GSO_BOS_60900
5902,ROC_CVG_97369
5903,DCA_MIA_80795
5904,BDL_MCO_77980
5905,MIA_ORD_85249
5906,PHX_PDX_99044
5907,MSP_SLC_83218
5908,JAX_LGA_68556
5909,CHA_CVG_90081
5910,ORD_RSW_101973
5911,MIA_LGA_78939
5912,ORD_PSP_96037
5913,JAX_LGA_93818
5914,LAX_PIT_102149
5915,MDW_MSP_65030
5916,JFK_BOS_93185
5917,MDW_MSP_84778
5918,FWA_ATL_78789
5919,BHM_CVG_60809
5920,ORD_CLE_83185
5921,BHM_CVG_100376
5922,CHO_ATL_63615
5923,DTW_ATL_99496
5924,AUS_ATL_77067
5925,ORD_DCA_90849
5926,OAK_LAS_71378
5927,MLI_CVG_72590
5928,LAS_PDX_67820
5929,STX_MIA_93306
5930,SMF_MDW_88586
5931,HVN_CVG_65486
5932,DTW_DFW_56832
5933,BDL_RSW_84763
5934,PHX_PHL_96538
5935,ANC_OTZ_67526
5936,MLI_CVG_84648
5937,BDL_RSW_76062
5938,PVD_ORD_72849
5939,DEN_SNA_98615
5940,ATL_GRR_70146
5941,OKC_ORD_60577
5942,MLI_CVG_89444
5943,MLI_CVG_102726
5944,MLI_CVG_85510
5945,ATL_GRR_98793
5946,STX_MIA_92916
5947,BOS_DCA_102215
5948,BOS_DCA_96440
5949,FAT_DFW_97160
5950,PIT_ATL_58284
5951,BDL_RSW_97472
5952,JAX_ORD_76230
5953,JAX_ORD_99421
5954,IAH_ATL_70449
5955,CLT_SAN_57897
5956,IAH_MAF_94492
5957,MDW_LGA_72841
5958,ATL_AUS_60103
5959,LGA_RIC_63323
5960,ORD_SNA_74358
5961,DTW_DFW_88861
5962,MCO_MDT_105199
5963,ORD_LGA_88596
5964,ATL_GRR_71304
5965,PVD_PIT_85824
5966,DEN_PDX_79405
5967,MIA_DCA_65441
5968,MRY_LAX_70284
5969,FCA_SLC_103296
5970,MIA_DCA_73010
5971,MEM_DEN_58702
5972,ALB_IAD_57216
5973,CVG_BWI_104500
5974,MCO_EWR_95898
5975,ORD_PHL_68342
5976,MCO_BDL_59818
5977,LGB_JFK_86552
5978,PWM_EWR_59248
5979,LGA_RIC_91815
5980,STL_PHX_64262
5981,DEN_SLC_88989
5982,IAH_TUL_85170
5983,BWI_MSP_102184
5984,BOS_DCA_58990
5985,DFW_MIA_80105
5986,PHL_ORD_82675
5987,MDW_DFW_102489
5988,DFW_MIA_71459
5989,IAH_ATL_57633
5990,RDU_LGA_65244
5991,PHX_IAH_102160
5992,LAX_KOA_72879
5993,ATL_BUF_62586
5994,BOS_DEN_105030
5995,RDU_LGA_102045
5996,ATL_CAK_76119
5997,TPA_PHL_61396
5998,MSP_BOS_67997
5999,FLL_SLC_88870
6000,FCA_SLC_88092
6001,ORD_PHX_84253
6002,DTW_ALB_88441
6003,DTW_ALB_105251
6004,MOB_ATL_63625
6005,MOB_ATL_74160
6006,MSY_DEN_85391
6007,LAS_SMF_60769
6008,ELP_AUS_62376
6009,ATL_BUF_86492
6010,LGB_BOS_82904
6011,SFO_PHL_88850
6012,LGA_RIC_82454
6013,LGA_MIA_74464
6014,DEN_PHL_82820
6015,SNA_PHX_67481
6016,JFK_IAH_58267
6017,MHT_BWI_57571
6018,MSP_SFO_62161
6019,ATL_BUF_98883
6020,LAX_SLC_81157
6021,DEN_PHL_103295
6022,SAN_BNA_94874
6023,PHX_AUS_58136
6024,IAD_DEN_74339
6025,DTW_ATL_95842
6026,PSP_SLC_71173
6027,FAT_SLC_70663
6028,SAV_CVG_91384
6029,SEA_DFW_76909
6030,ATL_BWI_96394
6031,PHX_PHL_93204
6032,LGA_GRR_102391
6033,CLE_TPA_66430
6034,DTW_DFW_88599
6035,FNT_ATL_100077
6036,BOS_BWI_77301
6037,JFK_BNA_78922
6038,BTV_CVG_82903
6039,JFK_PIT_103847
6040,BOS_DCA_61081
6041,BOS_DCA_61540
6042,DTW_PWM_60892
6043,IAH_DTW_85862
6044,BTV_CVG_93670
6045,IAH_SNA_82568
6046,PHX_IAH_64025
6047,PHX_ORD_76160
6048,SJU_JFK_68328
6049,DFW_DCA_87938
6050,MDW_PHX_101345
6051,ELP_AUS_70215
6052,JFK_PIT_58511
6053,LAS_JFK_58507
6054,SAV_JFK_92114
6055,SAV_JFK_89700
6056,OKC_ORD_91885
6057,BOS_DEN_86044
6058,PHX_ORD_85842
6059,PDX_CVG_63670
6060,SJC_SLC_61332
6061,SJC_SLC_62839
6062,PHX_BNA_65895
6063,LAX_COS_79670
6064,ABE_ATL_85116
6065,MCI_SLC_81614
6066,GPT_ATL_61682
6067,BGR_CVG_89890
6068,ICT_ATL_61706
6069,SYR_CVG_102864
6070,IAH_RSW_101992
6071,ORD_SAN_71222
6072,RDU_AUS_77901
6073,PHX_DFW_76287
6074,BDL_IAH_79466
6075,ACY_CVG_77620
6076,IAH_CLE_65224
