FlightNumber,Year,Month,DayofMonth,DayOfWeek,ScheduledDepTime,ScheduledArrTime,ScheduledTravelTime,Origin,Destination,Distance,ActualArrivalTimeStamp
IAH_OGG_36778,2004,5,14,5,1215,1510,475,IAH,OGG,3826,14-05-2004 15:10
PHX_MCI_53746,2004,9,21,2,1216,1651,155,PHX,MCI,1044,21-09-2004 16:51
DFW_BWI_46752,2004,11,26,5,1045,1432,167,DFW,BWI,1217,26-11-2004 14:32
IAH_BOS_26304,2004,11,5,5,1650,2125,215,IAH,BOS,1597,05-11-2004 21:25
ATL_ORD_51113,2004,7,21,3,1544,1649,125,ATL,ORD,606,21-07-2004 16:49
BWI_BOS_27276,2004,5,5,3,1505,1635,90,BWI,BOS,370,05-05-2004 16:35
PHL_PBI_54820,2004,7,26,1,1615,1905,170,PHL,PBI,951,26-07-2004 19:05
EWR_ORD_51468,2004,7,15,4,1136,1257,141,EWR,ORD,719,15-07-2004 15:14
PHL_MSP_28736,2004,5,4,2,1730,1925,175,PHL,MSP,980,04-05-2004 19:25
CMH_ORD_31544,2004,9,13,1,952,1010,78,CMH,ORD,296,13-09-2004 10:10
PHX_SEA_40190,2004,7,5,1,1322,1613,171,PHX,SEA,1107,05-07-2004 16:13
BRO_IAH_52935,2004,11,29,1,830,947,77,BRO,IAH,308,29-11-2004 09:47
DEN_CVG_28821,2004,5,19,3,1050,1529,159,DEN,CVG,1069,19-05-2004 16:55
LGB_OAK_36217,2004,5,31,1,955,1115,80,LGB,OAK,353,31-05-2004 11:15
CVG_BNA_41618,2004,9,4,6,1335,1339,64,CVG,BNA,230,04-09-2004 14:53
CVG_ORD_45806,2004,7,10,6,1622,1637,75,CVG,ORD,264,10-07-2004 16:37
DFW_DEN_40078,2004,11,20,6,1330,1433,123,DFW,DEN,641,20-11-2004 16:36
DFW_SAV_53072,2004,5,30,7,800,1120,140,DFW,SAV,925,30-05-2004 11:20
EWR_AVL_49048,2004,7,11,7,1010,1158,108,EWR,AVL,583,11-07-2004 11:58
DEN_TPA_44849,2004,11,25,4,1022,1537,195,DEN,TPA,1506,25-11-2004 15:37
DFW_ATL_34890,2004,9,6,1,700,1006,126,DFW,ATL,732,06-09-2004 10:06
IAD_ROC_54340,2004,7,23,5,635,750,75,IAD,ROC,289,23-07-2004 07:50
DEN_CPR_31859,2004,3,3,3,1445,1551,66,DEN,CPR,230,03-03-2004 15:51
ROC_ATL_48815,2004,7,20,2,605,825,140,ROC,ATL,749,20-07-2004 11:20
PHX_BNA_45937,2004,11,20,6,1530,1940,190,PHX,BNA,1448,20-11-2004 19:40
DFW_PHX_43187,2004,11,24,3,951,1127,156,DFW,PHX,868,24-11-2004 11:27
AUS_LAX_44366,2004,11,15,1,1331,1440,189,AUS,LAX,1242,15-11-2004 15:22
ATL_PHF_50275,2004,7,31,6,1700,1843,103,ATL,PHF,508,31-07-2004 18:43
PHL_BUF_35868,2004,7,3,6,1345,1505,80,PHL,BUF,279,03-07-2004 15:05
PDX_OAK_29330,2004,7,16,5,1427,1608,101,PDX,OAK,543,16-07-2004 16:08
IAD_MCO_52010,2004,9,27,1,835,1051,136,IAD,MCO,758,27-09-2004 12:01
ABQ_DFW_45449,2004,11,15,1,740,1018,98,ABQ,DFW,569,15-11-2004 10:18
PHX_SJC_48490,2004,5,16,7,1630,1825,115,PHX,SJC,621,16-05-2004 18:25
MDW_EWR_38856,2004,5,13,4,830,1130,120,MDW,EWR,711,13-05-2004 14:05
EWR_ORD_28014,2004,9,9,4,845,1016,151,EWR,ORD,719,09-09-2004 10:16
SMF_LAS_30488,2004,5,18,2,630,745,75,SMF,LAS,397,18-05-2004 07:45
MEM_ORD_26482,2004,7,16,5,1008,1149,101,MEM,ORD,491,16-07-2004 11:49
ATL_CAK_49771,2004,3,31,3,1558,1753,115,ATL,CAK,528,31-03-2004 19:58
ATL_AVL_28302,2004,9,2,4,820,924,64,ATL,AVL,164,02-09-2004 11:07
GSP_DFW_49353,2004,7,12,1,1635,1811,156,GSP,DFW,862,12-07-2004 18:11
ATL_PHL_33986,2004,5,20,4,1100,1257,117,ATL,PHL,665,20-05-2004 12:57
PHL_ORD_40097,2004,7,15,4,800,916,136,PHL,ORD,678,15-07-2004 09:16
SEA_LAX_44935,2004,3,9,2,1642,1915,153,SEA,LAX,954,09-03-2004 20:26
JFK_GSO_33092,2004,9,16,4,1530,1714,104,JFK,GSO,459,16-09-2004 17:14
PHL_DFW_27737,2004,11,18,4,1335,1629,234,PHL,DFW,1302,18-11-2004 16:29
HOU_ELP_27730,2004,11,11,4,1610,1705,115,HOU,ELP,677,11-11-2004 17:05
JFK_LAX_55384,2004,5,12,3,1700,2015,375,JFK,LAX,2475,12-05-2004 20:15
DCA_ATL_38779,2004,9,26,7,1205,1348,103,DCA,ATL,547,26-09-2004 15:53
MIA_MCO_41411,2004,7,5,1,1432,1537,65,MIA,MCO,193,05-07-2004 15:37
LGA_MHT_27097,2004,11,24,3,1655,1806,71,LGA,MHT,195,24-11-2004 19:36
ABY_ATL_45949,2004,11,24,3,1350,1452,62,ABY,ATL,146,24-11-2004 16:25
ATL_FLL_32567,2004,3,14,7,832,1022,110,ATL,FLL,581,14-03-2004 10:22
EWR_RDU_47903,2004,3,16,2,1300,1440,100,EWR,RDU,416,16-03-2004 16:51
EWR_ATL_43051,2004,3,15,1,1345,1611,146,EWR,ATL,745,15-03-2004 16:11
AVP_ATL_28578,2004,7,1,4,1257,1513,136,AVP,ATL,714,01-07-2004 17:57
MSO_SLC_31794,2004,5,24,1,1300,1419,79,MSO,SLC,436,24-05-2004 14:19
EWR_ATL_26865,2004,3,18,4,1125,1349,144,EWR,ATL,745,18-03-2004 15:53
MCO_DFW_40442,2004,9,9,4,1656,1840,164,MCO,DFW,984,09-09-2004 18:40
PVD_PHX_32173,2004,9,25,6,1545,1830,345,PVD,PHX,2277,25-09-2004 18:30
MCO_BWI_29449,2004,5,25,2,1745,1955,130,MCO,BWI,787,25-05-2004 19:55
PHX_CLE_52221,2004,9,9,4,1110,1749,219,PHX,CLE,1737,09-09-2004 17:49
BWI_JAX_42904,2004,11,3,3,800,1000,120,BWI,JAX,663,03-11-2004 10:00
DFW_SAN_50183,2004,1,4,7,1146,1254,188,DFW,SAN,1171,04-01-2004 12:54
MCO_JFK_35314,2004,9,17,5,1125,1350,145,MCO,JFK,944,17-09-2004 13:50
DEN_SAT_45261,2004,5,31,1,855,1200,125,DEN,SAT,794,31-05-2004 12:00
ORD_CAK_49325,2004,5,10,1,1340,1556,76,ORD,CAK,344,10-05-2004 18:48
DSM_ATL_26814,2004,1,4,7,1740,2055,135,DSM,ATL,743,04-01-2004 22:04
DTW_ATL_53149,2004,11,21,7,1338,1534,116,DTW,ATL,594,21-11-2004 17:21
CVG_MSP_52954,2004,9,4,6,1055,1201,126,CVG,MSP,596,04-09-2004 12:01
LAS_IAH_27259,2004,5,13,4,1145,1650,185,LAS,IAH,1222,13-05-2004 18:44
ORD_IAD_28941,2004,11,14,7,725,1008,103,ORD,IAD,589,14-11-2004 10:08
BDL_DCA_31473,2004,7,2,5,1150,1311,81,BDL,DCA,313,02-07-2004 13:11
ORD_LAX_42010,2004,1,4,7,1502,1723,261,ORD,LAX,1745,04-01-2004 19:00
DEN_LAS_36669,2004,7,15,4,1700,1746,106,DEN,LAS,629,15-07-2004 17:46
BHM_ORD_52685,2004,11,30,2,1142,1344,122,BHM,ORD,584,30-11-2004 16:44
BGR_LGA_38822,2004,9,9,4,525,650,85,BGR,LGA,378,09-09-2004 06:50
DFW_BWI_36395,2004,7,29,4,927,1328,181,DFW,BWI,1217,29-07-2004 16:14
PSC_DEN_32579,2004,5,19,3,1420,1729,129,PSC,DEN,853,19-05-2004 17:29
DCA_RSW_48031,2004,7,21,3,800,1040,160,DCA,RSW,892,21-07-2004 10:40
PHX_BUR_29041,2004,3,16,2,700,725,85,PHX,BUR,369,16-03-2004 07:25
ORF_EWR_33670,2004,9,19,7,1330,1454,84,ORF,EWR,284,19-09-2004 14:54
BGM_CVG_46166,2004,7,23,5,1730,1907,97,BGM,CVG,506,23-07-2004 19:07
BOS_RDU_34974,2004,7,21,3,815,1011,116,BOS,RDU,612,21-07-2004 10:11
DTW_ATL_48552,2004,9,13,1,1145,1339,114,DTW,ATL,594,13-09-2004 13:39
ATL_JAX_45112,2004,3,13,6,1253,1355,62,ATL,JAX,270,13-03-2004 13:55
LAX_DFW_53082,2004,5,9,7,1355,1852,177,LAX,DFW,1235,09-05-2004 18:52
FAT_DEN_48099,2004,7,11,7,1430,1740,130,FAT,DEN,844,11-07-2004 17:40
HSV_DFW_33554,2004,5,18,2,1230,1433,123,HSV,DFW,603,18-05-2004 14:33
MIA_EWR_30127,2004,5,21,5,1305,1613,188,MIA,EWR,1086,21-05-2004 18:59
DFW_MSY_29119,2004,9,24,5,1449,1611,82,DFW,MSY,448,24-09-2004 16:11
LAX_OAK_55565,2004,11,9,2,1535,1659,84,LAX,OAK,337,09-11-2004 16:59
SAN_PDX_45632,2004,11,22,1,1005,1242,157,SAN,PDX,933,22-11-2004 12:42
IAH_COS_46645,2004,11,15,1,1745,1909,144,IAH,COS,809,15-11-2004 20:46
DTW_RDU_49323,2004,5,17,1,1703,1838,95,DTW,RDU,501,17-05-2004 18:38
CVG_ATW_36067,2004,5,15,6,1455,1520,85,CVG,ATW,411,15-05-2004 17:56
BDL_MSP_28047,2004,3,15,1,1740,1946,186,BDL,MSP,1050,15-03-2004 19:46
SFO_KOA_38427,2004,1,1,4,915,1241,326,SFO,KOA,2367,01-01-2004 12:41
SLC_TUL_32492,2004,3,26,5,1025,1343,138,SLC,TUL,926,26-03-2004 13:43
DAY_EWR_32490,2004,9,18,6,630,814,104,DAY,EWR,533,18-09-2004 08:14
PDX_OGG_53671,2004,11,23,2,1035,1430,355,PDX,OGG,2562,23-11-2004 15:04
RSW_CLT_46686,2004,9,30,4,915,1102,107,RSW,CLT,600,30-09-2004 11:02
SYR_PHL_36364,2004,5,28,5,715,822,67,SYR,PHL,228,28-05-2004 09:47
PIT_MCO_39283,2004,11,11,4,1150,1410,140,PIT,MCO,834,11-11-2004 14:10
SJC_LAS_41775,2004,3,29,1,1340,1455,75,SJC,LAS,386,29-03-2004 14:55
ATL_SMF_41567,2004,9,16,4,832,1028,296,ATL,SMF,2092,16-09-2004 13:15
DFW_ATL_43403,2004,3,5,5,1555,1903,128,DFW,ATL,732,05-03-2004 19:03
ORD_SAN_45607,2004,11,17,3,1100,1320,260,ORD,SAN,1723,17-11-2004 13:20
SNA_SEA_32603,2004,1,2,5,1309,1553,164,SNA,SEA,978,02-01-2004 18:13
MEM_ATL_32339,2004,9,17,5,940,1152,72,MEM,ATL,332,17-09-2004 14:32
MCO_DCA_43004,2004,5,24,1,700,906,126,MCO,DCA,759,24-05-2004 09:06
BWI_PHX_52394,2004,7,28,3,730,920,290,BWI,PHX,1999,28-07-2004 09:20
PHX_SAN_53544,2004,3,12,5,1150,1200,70,PHX,SAN,304,12-03-2004 12:00
DFW_SJT_48786,2004,9,13,1,946,1109,83,DFW,SJT,228,13-09-2004 11:09
ORD_SFO_26545,2004,5,30,7,1454,1730,276,ORD,SFO,1846,30-05-2004 17:30
IAH_MSP_28699,2004,5,12,3,735,1021,166,IAH,MSP,1034,12-05-2004 10:21
SFO_SBP_43745,2004,5,28,5,1640,1746,66,SFO,SBP,191,28-05-2004 17:46
ATL_ICT_26995,2004,7,14,3,1420,1538,138,ATL,ICT,781,14-07-2004 15:38
STL_DFW_49447,2004,9,29,3,715,900,105,STL,DFW,551,29-09-2004 09:00
EWR_ATL_42598,2004,3,7,7,1115,1335,140,EWR,ATL,745,07-03-2004 13:35
PDX_DEN_31661,2004,11,13,6,640,1006,146,PDX,DEN,992,13-11-2004 10:06
SJC_DEN_41630,2004,3,13,6,1646,2014,148,SJC,DEN,948,13-03-2004 20:14
DCA_LGA_39909,2004,11,8,1,1200,1301,61,DCA,LGA,214,08-11-2004 13:01
CVG_CID_31698,2004,11,3,3,945,1012,87,CVG,CID,419,03-11-2004 10:12
SEA_DEN_37366,2004,9,11,6,1123,1452,149,SEA,DEN,1024,11-09-2004 14:52
ATL_STL_43295,2004,11,13,6,1132,1214,102,ATL,STL,483,13-11-2004 12:14
BOS_MSP_46456,2004,11,10,3,1800,2027,207,BOS,MSP,1124,10-11-2004 20:27
OAK_BUR_39796,2004,5,12,3,1245,1350,65,OAK,BUR,325,12-05-2004 13:50
SJC_ATL_45717,2004,7,31,6,705,1441,276,SJC,ATL,2116,31-07-2004 14:41
MSP_ATL_49504,2004,7,23,5,1322,1652,150,MSP,ATL,906,23-07-2004 16:52
DTW_EWR_40210,2004,5,17,1,1536,1723,107,DTW,EWR,487,17-05-2004 19:35
DFW_AUS_52572,2004,5,17,1,940,1044,64,DFW,AUS,190,17-05-2004 10:44
ABI_IAH_54227,2004,7,24,6,830,952,82,ABI,IAH,307,24-07-2004 09:52
GSO_PHL_32335,2004,5,10,1,735,902,87,GSO,PHL,365,10-05-2004 09:02
HOU_MAF_42581,2004,7,6,2,1650,1805,75,HOU,MAF,441,06-07-2004 18:05
SFO_SLC_44569,2004,11,30,2,1115,1357,102,SFO,SLC,599,30-11-2004 13:57
GSP_CVG_44879,2004,7,12,1,1315,1442,87,GSP,CVG,317,12-07-2004 14:42
MCO_JFK_27826,2004,9,7,2,925,1150,145,MCO,JFK,944,07-09-2004 11:50
MLB_ATL_43305,2004,5,31,1,1610,1753,103,MLB,ATL,443,31-05-2004 17:53
SEA_JNU_53743,2004,7,22,4,700,830,150,SEA,JNU,909,22-07-2004 08:30
GSP_EWR_52285,2004,7,14,3,1745,1945,120,GSP,EWR,594,14-07-2004 19:45
BUF_ORD_36115,2004,7,24,6,1639,1722,103,BUF,ORD,473,24-07-2004 17:22
CVG_CHA_54524,2004,5,18,2,910,1015,65,CVG,CHA,278,18-05-2004 10:15
STL_HOU_26999,2004,5,20,4,1630,1835,125,STL,HOU,687,20-05-2004 18:35
PHL_BNA_31540,2004,11,13,6,1550,1711,141,PHL,BNA,675,13-11-2004 17:11
MSP_CLE_30461,2004,7,1,4,1510,1808,118,MSP,CLE,622,01-07-2004 18:08
CMH_IAH_30239,2004,3,8,1,1450,1638,168,CMH,IAH,986,08-03-2004 19:19
CLT_FLL_55340,2004,5,13,4,1605,1757,112,CLT,FLL,631,13-05-2004 17:57
CAE_CVG_28892,2004,7,13,2,1224,1359,95,CAE,CVG,404,13-07-2004 13:59
SNA_LAS_32524,2004,7,15,4,1340,1445,65,SNA,LAS,226,15-07-2004 14:45
LAX_PHL_55216,2004,7,9,5,630,1441,311,LAX,PHL,2401,09-07-2004 14:41
DFW_ORF_54983,2004,5,16,7,728,1116,168,DFW,ORF,1213,16-05-2004 11:16
LGA_BHM_28929,2004,7,20,2,1225,1359,154,LGA,BHM,866,20-07-2004 13:59
DFW_PHX_30639,2004,7,29,4,1145,1220,155,DFW,PHX,868,29-07-2004 12:20
EGE_EWR_27578,2004,1,2,5,945,1543,238,EGE,EWR,1725,02-01-2004 15:43
DFW_TLH_47702,2004,7,25,7,1134,1438,124,DFW,TLH,767,25-07-2004 14:38
GRR_CVG_43549,2004,9,4,6,600,708,68,GRR,CVG,268,04-09-2004 07:08
PHX_ATL_28937,2004,9,15,3,1350,2038,228,PHX,ATL,1587,15-09-2004 20:38
MIA_DEN_29786,2004,3,26,5,810,1035,265,MIA,DEN,1709,26-03-2004 10:35
IAH_BOS_44702,2004,9,24,5,1550,2043,233,IAH,BOS,1597,24-09-2004 20:43
LAX_JFK_31151,2004,7,9,5,1245,2110,325,LAX,JFK,2475,09-07-2004 21:10
BDL_MCO_45703,2004,3,27,6,1105,1410,185,BDL,MCO,1050,27-03-2004 14:10
JAN_HOU_38647,2004,7,21,3,1115,1225,70,JAN,HOU,359,21-07-2004 12:25
PIT_LGA_52555,2004,7,2,5,1320,1439,79,PIT,LGA,335,02-07-2004 14:39
ATL_DTW_44704,2004,5,29,6,1623,1825,122,ATL,DTW,594,29-05-2004 18:25
HOU_MSY_46631,2004,7,10,6,955,1100,65,HOU,MSY,303,10-07-2004 11:00
SLC_ATL_37533,2004,9,3,5,1325,1907,222,SLC,ATL,1589,03-09-2004 19:07
EWR_MSP_27355,2004,5,13,4,1415,1611,176,EWR,MSP,1008,13-05-2004 16:11
LAS_SEA_52249,2004,11,3,3,1321,1600,159,LAS,SEA,866,03-11-2004 16:00
ATL_TOL_32485,2004,5,31,1,1537,1725,108,ATL,TOL,549,31-05-2004 19:34
RDU_JFK_41471,2004,7,1,4,1745,1915,90,RDU,JFK,426,01-07-2004 19:15
HOU_BWI_38633,2004,5,21,5,840,1240,180,HOU,BWI,1246,21-05-2004 12:40
LGA_PIT_48261,2004,9,11,6,1510,1639,89,LGA,PIT,335,11-09-2004 16:39
DCA_SEA_48928,2004,11,10,3,859,1150,351,DCA,SEA,2329,10-11-2004 11:50
BOS_PHL_29120,2004,5,18,2,1730,1901,91,BOS,PHL,280,18-05-2004 19:01
BUF_JFK_34352,2004,11,3,3,1255,1405,70,BUF,JFK,301,03-11-2004 14:05
BUF_CLT_53737,2004,5,5,3,1300,1445,105,BUF,CLT,546,05-05-2004 17:23
SAN_DFW_39089,2004,11,22,1,1055,1541,166,SAN,DFW,1171,22-11-2004 15:41
CLT_IAD_44108,2004,5,22,6,614,729,75,CLT,IAD,321,22-05-2004 07:29
MSY_PHX_31565,2004,7,27,2,800,918,198,MSY,PHX,1301,27-07-2004 09:18
BOI_SLC_50054,2004,5,28,5,800,904,64,BOI,SLC,291,28-05-2004 09:04
PBI_ATL_40687,2004,5,13,4,530,710,100,PBI,ATL,545,13-05-2004 07:10
MCO_MDW_44268,2004,5,3,1,715,855,160,MCO,MDW,989,03-05-2004 09:17
SAN_SMF_52281,2004,9,18,6,845,1015,90,SAN,SMF,480,18-09-2004 10:15
SEA_ORD_44357,2004,7,21,3,625,1213,228,SEA,ORD,1721,21-07-2004 12:13
CMH_DFW_35849,2004,5,31,1,1704,1844,160,CMH,DFW,927,31-05-2004 21:05
JFK_MCO_37954,2004,5,30,7,1540,1825,165,JFK,MCO,944,30-05-2004 18:25
RNO_LAS_50618,2004,11,27,6,730,840,70,RNO,LAS,345,27-11-2004 08:40
DFW_MCO_54764,2004,7,18,7,1741,2127,166,DFW,MCO,984,18-07-2004 21:27
IAD_DEN_47339,2004,7,22,4,1725,1915,230,IAD,DEN,1452,22-07-2004 21:25
MCI_MSP_54969,2004,3,22,1,1045,1207,82,MCI,MSP,393,22-03-2004 12:07
LAX_LAS_51924,2004,5,22,6,1005,1113,68,LAX,LAS,236,22-05-2004 11:13
EKO_RNO_40735,2004,7,1,4,1655,1759,64,EKO,RNO,230,01-07-2004 17:59
GRB_CVG_53439,2004,9,30,4,1030,1256,86,GRB,CVG,416,30-09-2004 12:56
FLL_DCA_37145,2004,5,3,1,1530,1805,155,FLL,DCA,899,03-05-2004 18:05
EWR_OKC_48415,2004,3,8,1,1520,1810,230,EWR,OKC,1325,08-03-2004 18:10
DEN_BIS_32548,2004,11,28,7,1535,1808,93,DEN,BIS,517,28-11-2004 18:08
MIA_EWR_38080,2004,3,21,7,1546,1844,178,MIA,EWR,1086,21-03-2004 18:44
RSW_ATL_27217,2004,9,16,4,1710,1856,106,RSW,ATL,515,16-09-2004 18:56
DFW_SJT_36918,2004,3,31,3,1148,1308,80,DFW,SJT,228,31-03-2004 13:08
TPA_ATL_26921,2004,7,5,1,1420,1558,98,TPA,ATL,406,05-07-2004 15:58
DTW_LGA_31248,2004,5,14,5,1700,1846,106,DTW,LGA,501,14-05-2004 18:46
SFO_PHX_46144,2004,9,23,4,1800,1954,114,SFO,PHX,651,23-09-2004 19:54
SNA_ATL_50643,2004,5,23,7,845,1557,252,SNA,ATL,1919,23-05-2004 15:57
CVG_OMA_30043,2004,5,2,7,1750,1845,115,CVG,OMA,614,02-05-2004 20:09
ATL_BDL_46180,2004,7,9,5,1710,1931,141,ATL,BDL,859,09-07-2004 19:31
IND_MEM_50792,2004,5,25,2,1115,1234,79,IND,MEM,381,25-05-2004 12:34
PNS_ATL_44772,2004,11,5,5,1705,1915,70,PNS,ATL,272,05-11-2004 19:15
BOI_SFO_45582,2004,7,13,2,1432,1510,98,BOI,SFO,522,13-07-2004 15:10
TUL_HOU_35368,2004,7,9,5,1235,1400,85,TUL,HOU,453,09-07-2004 14:00
RDU_PHL_49478,2004,7,6,2,1215,1337,82,RDU,PHL,336,06-07-2004 13:37
MSP_CLE_55214,2004,5,31,1,1029,1314,105,MSP,CLE,622,31-05-2004 13:14
MSP_TPA_50291,2004,3,12,5,901,1304,183,MSP,TPA,1307,12-03-2004 13:04
ROC_PIT_30198,2004,7,14,3,700,802,62,ROC,PIT,224,14-07-2004 08:48
JFK_LAS_28602,2004,7,5,1,1225,1445,320,JFK,LAS,2248,05-07-2004 14:45
ATL_GSO_31850,2004,9,15,3,1427,1540,73,ATL,GSO,306,15-09-2004 18:22
OAK_IAD_47721,2004,11,18,4,855,1650,295,OAK,IAD,2408,18-11-2004 18:07
PHX_CMH_29051,2004,7,25,7,908,1603,235,PHX,CMH,1671,25-07-2004 16:03
IAH_ORF_52959,2004,11,9,2,1305,1659,174,IAH,ORF,1201,09-11-2004 16:59
BUR_SMF_40588,2004,11,8,1,1750,1905,75,BUR,SMF,358,08-11-2004 21:17
ATL_DCA_42467,2004,11,3,3,1030,1216,106,ATL,DCA,547,03-11-2004 12:16
MSY_TPA_37882,2004,3,17,3,900,1130,90,MSY,TPA,487,17-03-2004 11:30
SLC_ABQ_30466,2004,3,23,2,1115,1240,85,SLC,ABQ,493,23-03-2004 12:40
LAX_RNO_36884,2004,3,21,7,905,1025,80,LAX,RNO,390,21-03-2004 10:25
PHF_ATL_45325,2004,5,31,1,1750,1944,114,PHF,ATL,508,31-05-2004 19:44
PIA_ATL_51134,2004,5,17,1,615,911,116,PIA,ATL,564,17-05-2004 09:11
ABQ_PHX_42064,2004,11,15,1,1200,1321,81,ABQ,PHX,328,15-11-2004 13:21
ILM_ATL_26762,2004,3,9,2,1625,1802,97,ILM,ATL,377,09-03-2004 18:02
DFW_BTR_40015,2004,11,24,3,1140,1258,78,DFW,BTR,383,24-11-2004 12:58
SFO_ORD_52756,2004,9,12,7,1104,1715,251,SFO,ORD,1846,12-09-2004 17:15
RNO_PHX_34195,2004,7,7,3,1235,1419,104,RNO,PHX,601,07-07-2004 14:19
SLC_LAS_54265,2004,9,27,1,1505,1520,75,SLC,LAS,368,27-09-2004 15:20
LAX_DFW_39495,2004,7,7,3,600,1113,193,LAX,DFW,1235,07-07-2004 11:13
ATL_EWR_38700,2004,3,23,2,815,1018,123,ATL,EWR,745,23-03-2004 10:18
PHX_MDW_40361,2004,11,29,1,835,1250,195,PHX,MDW,1444,29-11-2004 12:50
ORD_ICT_49397,2004,5,6,4,810,1010,120,ORD,ICT,588,06-05-2004 10:10
PWM_IAD_43464,2004,7,26,1,1615,1755,100,PWM,IAD,494,26-07-2004 17:55
ONT_DFW_25889,2004,7,25,7,1140,1640,180,ONT,DFW,1189,25-07-2004 16:40
FNT_MCO_40066,2004,5,30,7,805,1036,151,FNT,MCO,1011,30-05-2004 10:36
HSV_DCA_26928,2004,5,6,4,850,1134,104,HSV,DCA,613,06-05-2004 11:34
BOI_OAK_25891,2004,7,26,1,1645,1720,95,BOI,OAK,511,26-07-2004 17:20
ORD_MEM_39921,2004,11,16,2,1616,1753,97,ORD,MEM,491,16-11-2004 17:53
JFK_DTW_42790,2004,7,10,6,606,757,111,JFK,DTW,508,10-07-2004 07:57
BOS_LGA_49951,2004,7,21,3,1800,1910,70,BOS,LGA,185,21-07-2004 19:10
RIC_CVG_34907,2004,11,22,1,1326,1500,94,RIC,CVG,413,22-11-2004 15:00
JFK_SJU_36089,2004,11,27,6,700,1150,230,JFK,SJU,1597,27-11-2004 11:50
RDU_LGA_42510,2004,9,4,6,1745,1917,92,RDU,LGA,431,04-09-2004 22:10
BNA_CVG_27382,2004,7,27,2,735,945,70,BNA,CVG,230,27-07-2004 09:45
IAD_JAX_28255,2004,5,15,6,1245,1447,122,IAD,JAX,631,15-05-2004 14:47
AUS_ORD_32664,2004,5,19,3,1400,1640,160,AUS,ORD,978,19-05-2004 16:40
BWI_BDL_28072,2004,5,27,4,925,1030,65,BWI,BDL,283,27-05-2004 10:30
HPN_IAD_55078,2004,11,9,2,859,1015,76,HPN,IAD,247,09-11-2004 10:15
SLC_EKO_53180,2004,5,25,2,1000,1003,63,SLC,EKO,200,25-05-2004 10:03
DCA_ORD_37455,2004,7,20,2,1400,1510,130,DCA,ORD,612,20-07-2004 15:10
XNA_MEM_43785,2004,7,6,2,700,801,61,XNA,MEM,258,06-07-2004 08:01
ATL_MOB_46959,2004,11,6,6,1135,1155,80,ATL,MOB,302,06-11-2004 11:55
PDX_SFO_42891,2004,3,1,1,640,825,105,PDX,SFO,550,01-03-2004 08:25
GSP_DTW_34147,2004,5,14,5,1240,1430,110,GSP,DTW,508,14-05-2004 14:30
LIT_IAH_34324,2004,9,27,1,1220,1345,85,LIT,IAH,374,27-09-2004 13:45
CLT_DEN_43718,2004,7,21,3,1740,1905,205,CLT,DEN,1337,21-07-2004 19:05
XNA_MEM_31695,2004,9,13,1,650,751,61,XNA,MEM,258,13-09-2004 07:51
DTW_EWR_28926,2004,7,28,3,1455,1650,115,DTW,EWR,487,28-07-2004 16:50
DFW_ABQ_48563,2004,3,10,3,1230,1319,109,DFW,ABQ,569,10-03-2004 13:19
MSP_DEN_44288,2004,3,6,6,1255,1356,121,MSP,DEN,680,06-03-2004 13:56
MCO_JFK_46347,2004,11,25,4,730,955,145,MCO,JFK,944,25-11-2004 09:55
SEA_JFK_26214,2004,11,23,2,1204,2004,300,SEA,JFK,2421,23-11-2004 21:10
OAK_LAX_25940,2004,11,21,7,700,815,75,OAK,LAX,337,21-11-2004 08:15
CVG_PWM_41756,2004,7,25,7,1046,1245,119,CVG,PWM,810,25-07-2004 12:45
AVL_CVG_30675,2004,7,29,4,1659,1809,70,AVL,CVG,275,29-07-2004 20:21
MIA_TPA_54638,2004,7,21,3,745,848,63,MIA,TPA,204,21-07-2004 08:48
MDT_ATL_30540,2004,11,22,1,1244,1456,132,MDT,ATL,619,22-11-2004 17:46
ATL_RDU_45922,2004,7,20,2,1420,1540,80,ATL,RDU,356,20-07-2004 17:20
SFO_SLC_53560,2004,9,7,2,1635,1920,105,SFO,SLC,599,07-09-2004 19:20
DAY_IAH_54601,2004,7,7,3,630,808,158,DAY,IAH,929,07-07-2004 08:08
SLC_RNO_50593,2004,5,3,1,830,854,84,SLC,RNO,422,03-05-2004 08:54
MEM_DTW_28063,2004,5,30,7,1650,1945,115,MEM,DTW,610,30-05-2004 22:27
ORD_PDX_44380,2004,1,2,5,829,1108,279,ORD,PDX,1739,02-01-2004 11:31
ISP_BNA_30325,2004,9,28,2,1425,1550,145,ISP,BNA,803,28-09-2004 17:12
HLN_SLC_31166,2004,7,2,5,700,811,71,HLN,SLC,402,02-07-2004 08:11
DEN_MSP_32928,2004,7,27,2,1725,2017,112,DEN,MSP,680,27-07-2004 20:17
JFK_PIT_33107,2004,1,3,6,1705,1835,90,JFK,PIT,340,03-01-2004 19:21
ATL_DSM_28696,2004,11,22,1,945,1110,145,ATL,DSM,743,22-11-2004 11:34
STL_OMA_54837,2004,5,20,4,1000,1115,75,STL,OMA,342,20-05-2004 13:54
MDW_MSP_37405,2004,7,6,2,1105,1232,87,MDW,MSP,349,06-07-2004 15:14
FNT_CVG_45500,2004,7,6,2,1153,1305,72,FNT,CVG,275,06-07-2004 14:55
CHS_LGA_37194,2004,9,17,5,1705,1907,122,CHS,LGA,641,17-09-2004 19:07
